model,example_index,class,prediction,band,gate
Contextual,69,low,low,250-500 Hz,0.8024185
Contextual,69,low,low,500-750 Hz,0.69787633
Contextual,69,low,low,750-1000 Hz,0.7551471
Contextual,69,low,low,1-1.5 kHz,0.6015226
Contextual,69,low,low,1.5-2.5 kHz,0.6358483
Contextual,69,low,low,2.5-4 kHz,0.7048976
Contextual,69,low,low,>4 kHz,0.64229727
Contextual,70,low,low,<250 Hz,0.73471934
Contextual,70,low,low,250-500 Hz,0.80156577
Contextual,70,low,low,500-750 Hz,0.70982784
Contextual,70,low,low,750-1000 Hz,0.7488984
Contextual,70,low,low,1-1.5 kHz,0.59076333
Contextual,70,low,low,1.5-2.5 kHz,0.6660334
Contextual,70,low,low,2.5-4 kHz,0.69692856
Contextual,70,low,low,>4 kHz,0.6518537
Contextual,71,low + high,mid,<250 Hz,0.74727094
Contextual,71,low + high,mid,250-500 Hz,0.80658764
Contextual,71,low + high,mid,500-750 Hz,0.731841
Contextual,71,low + high,mid,750-1000 Hz,0.799457
Contextual,71,low + high,mid,1-1.5 kHz,0.63210356
Contextual,71,low + high,mid,1.5-2.5 kHz,0.684596
Contextual,71,low + high,mid,2.5-4 kHz,0.69002265
Contextual,71,low + high,mid,>4 kHz,0.6195874
Contextual,72,low,low,<250 Hz,0.7152145
Contextual,72,low,low,250-500 Hz,0.7276432
Contextual,72,low,low,500-750 Hz,0.6962317
Contextual,72,low,low,750-1000 Hz,0.6948396
Contextual,72,low,low,1-1.5 kHz,0.570152
Contextual,72,low,low,1.5-2.5 kHz,0.64868724
Contextual,72,low,low,2.5-4 kHz,0.6518595
Contextual,72,low,low,>4 kHz,0.5493179
Contextual,73,high,high,<250 Hz,0.75938404
Contextual,73,high,high,250-500 Hz,0.80154717
Contextual,73,high,high,500-750 Hz,0.75660056
Contextual,73,high,high,750-1000 Hz,0.8102632
Contextual,73,high,high,1-1.5 kHz,0.64247566
Contextual,73,high,high,1.5-2.5 kHz,0.69489276
Contextual,73,high,high,2.5-4 kHz,0.6775142
Contextual,73,high,high,>4 kHz,0.5724382
Contextual,74,mid,mid,<250 Hz,0.73306745
Contextual,74,mid,mid,250-500 Hz,0.78651863
Contextual,74,mid,mid,500-750 Hz,0.7283592
Contextual,74,mid,mid,750-1000 Hz,0.76270556
Contextual,74,mid,mid,1-1.5 kHz,0.5671734
Contextual,74,mid,mid,1.5-2.5 kHz,0.73167115
Contextual,74,mid,mid,2.5-4 kHz,0.66787297
Contextual,74,mid,mid,>4 kHz,0.6224444
Contextual,75,low,low,<250 Hz,0.7941989
Contextual,75,low,low,250-500 Hz,0.8423652
Contextual,75,low,low,500-750 Hz,0.74164766
Contextual,75,low,low,750-1000 Hz,0.7970065
Contextual,75,low,low,1-1.5 kHz,0.56801695
Contextual,75,low,low,1.5-2.5 kHz,0.702037
Contextual,75,low,low,2.5-4 kHz,0.6816979
Contextual,75,low,low,>4 kHz,0.6502692
Contextual,76,low,low,<250 Hz,0.76041275
Contextual,76,low,low,250-500 Hz,0.80767447
Contextual,76,low,low,500-750 Hz,0.7286764
Contextual,76,low,low,750-1000 Hz,0.7715083
Contextual,76,low,low,1-1.5 kHz,0.59641236
Contextual,76,low,low,1.5-2.5 kHz,0.67384887
Contextual,76,low,low,2.5-4 kHz,0.6842357
Contextual,76,low,low,>4 kHz,0.6193798
Contextual,77,high,high,<250 Hz,0.7991771
Contextual,77,high,high,250-500 Hz,0.83841175
Contextual,77,high,high,500-750 Hz,0.7651735
Contextual,77,high,high,750-1000 Hz,0.8308414
Contextual,77,high,high,1-1.5 kHz,0.59560823
Contextual,77,high,high,1.5-2.5 kHz,0.74583185
Contextual,77,high,high,2.5-4 kHz,0.67232364
Contextual,77,high,high,>4 kHz,0.6189045
Contextual,78,high,low + high,<250 Hz,0.8168489
Contextual,78,high,low + high,250-500 Hz,0.8208453
Contextual,78,high,low + high,500-750 Hz,0.79555404
Contextual,78,high,low + high,750-1000 Hz,0.8708028
Contextual,78,high,low + high,1-1.5 kHz,0.7211741
Contextual,78,high,low + high,1.5-2.5 kHz,0.71019787
Contextual,78,high,low + high,2.5-4 kHz,0.67693746
Contextual,78,high,low + high,>4 kHz,0.5227447
Contextual,79,low + high,low + high,<250 Hz,0.7497458
Contextual,79,low + high,low + high,250-500 Hz,0.80328685
Contextual,79,low + high,low + high,500-750 Hz,0.72097015
Contextual,79,low + high,low + high,750-1000 Hz,0.78044343
Contextual,79,low + high,low + high,1-1.5 kHz,0.62801635
Contextual,79,low + high,low + high,1.5-2.5 kHz,0.655449
Contextual,79,low + high,low + high,2.5-4 kHz,0.6987855
Contextual,79,low + high,low + high,>4 kHz,0.6202785
Contextual,80,high,high,<250 Hz,0.81875175
Contextual,80,high,high,250-500 Hz,0.8359676
Contextual,80,high,high,500-750 Hz,0.7933759
Contextual,80,high,high,750-1000 Hz,0.8677043
Contextual,80,high,high,1-1.5 kHz,0.69078714
Contextual,80,high,high,1.5-2.5 kHz,0.7251179
Contextual,80,high,high,2.5-4 kHz,0.68512374
Contextual,80,high,high,>4 kHz,0.55441797
Contextual,81,low,low,<250 Hz,0.7364372
Contextual,81,low,low,250-500 Hz,0.7932209
Contextual,81,low,low,500-750 Hz,0.7121248
Contextual,81,low,low,750-1000 Hz,0.7457296
Contextual,81,low,low,1-1.5 kHz,0.5822147
Contextual,81,low,low,1.5-2.5 kHz,0.67882955
Contextual,81,low,low,2.5-4 kHz,0.68646145
Contextual,81,low,low,>4 kHz,0.6381013
Contextual,82,mid,low,<250 Hz,0.73952115
Contextual,82,mid,low,250-500 Hz,0.8026479
Contextual,82,mid,low,500-750 Hz,0.6864268
Contextual,82,mid,low,750-1000 Hz,0.73922825
Contextual,82,mid,low,1-1.5 kHz,0.5729703
Contextual,82,mid,low,1.5-2.5 kHz,0.63709056
Contextual,82,mid,low,2.5-4 kHz,0.7043295
Contextual,82,mid,low,>4 kHz,0.6554104
Contextual,83,low,low,<250 Hz,0.76131576
Contextual,83,low,low,250-500 Hz,0.80805653
Contextual,83,low,low,500-750 Hz,0.72602737
Contextual,83,low,low,750-1000 Hz,0.7716958
Contextual,83,low,low,1-1.5 kHz,0.5955207
Contextual,83,low,low,1.5-2.5 kHz,0.668785
Contextual,83,low,low,2.5-4 kHz,0.6891089
Contextual,83,low,low,>4 kHz,0.6165342
Contextual,84,low,low,<250 Hz,0.7787522
Contextual,84,low,low,250-500 Hz,0.8261975
Contextual,84,low,low,500-750 Hz,0.7442006
Contextual,84,low,low,750-1000 Hz,0.7905969
Contextual,84,low,low,1-1.5 kHz,0.5348139
Contextual,84,low,low,1.5-2.5 kHz,0.7490155
Contextual,84,low,low,2.5-4 kHz,0.664504
Contextual,84,low,low,>4 kHz,0.64032733
Contextual,85,low,high,<250 Hz,0.8021833
Contextual,85,low,high,250-500 Hz,0.8460281
Contextual,85,low,high,500-750 Hz,0.77031314
Contextual,85,low,high,750-1000 Hz,0.82659775
Contextual,85,low,high,1-1.5 kHz,0.5590648
Contextual,85,low,high,1.5-2.5 kHz,0.76028985
Contextual,85,low,high,2.5-4 kHz,0.6510795
Contextual,85,low,high,>4 kHz,0.62861246
Contextual,86,high,high,<250 Hz,0.79213357
Contextual,86,high,high,250-500 Hz,0.82709265
Contextual,86,high,high,500-750 Hz,0.7627226
Contextual,86,high,high,750-1000 Hz,0.8312355
Contextual,86,high,high,1-1.5 kHz,0.6284057
Contextual,86,high,high,1.5-2.5 kHz,0.7272598
Contextual,86,high,high,2.5-4 kHz,0.683348
Contextual,86,high,high,>4 kHz,0.6006885
Contextual,87,low + high,low + high,<250 Hz,0.7886457
Contextual,87,low + high,low + high,250-500 Hz,0.80465555
Contextual,87,low + high,low + high,500-750 Hz,0.7715774
Contextual,87,low + high,low + high,750-1000 Hz,0.8383901
Contextual,87,low + high,low + high,1-1.5 kHz,0.6850045
Contextual,87,low + high,low + high,1.5-2.5 kHz,0.6914536
Contextual,87,low + high,low + high,2.5-4 kHz,0.6756718
Contextual,87,low + high,low + high,>4 kHz,0.5393985
Contextual,88,high,high,<250 Hz,0.77294344
Contextual,88,high,high,250-500 Hz,0.8240843
Contextual,88,high,high,500-750 Hz,0.73297185
Contextual,88,high,high,750-1000 Hz,0.79454327
Contextual,88,high,high,1-1.5 kHz,0.53661835
Contextual,88,high,high,1.5-2.5 kHz,0.75009996
Contextual,88,high,high,2.5-4 kHz,0.669742
Contextual,88,high,high,>4 kHz,0.6556712
Contextual,89,high,high,<250 Hz,0.7768797
Contextual,89,high,high,250-500 Hz,0.8277298
Contextual,89,high,high,500-750 Hz,0.7574008
Contextual,89,high,high,750-1000 Hz,0.8233309
Contextual,89,high,high,1-1.5 kHz,0.6119601
Contextual,89,high,high,1.5-2.5 kHz,0.7208553
Contextual,89,high,high,2.5-4 kHz,0.6751154
Contextual,89,high,high,>4 kHz,0.61004764
Contextual,90,high,high,<250 Hz,0.7628497
Contextual,90,high,high,250-500 Hz,0.800041
Contextual,90,high,high,500-750 Hz,0.75895166
Contextual,90,high,high,750-1000 Hz,0.8098122
Contextual,90,high,high,1-1.5 kHz,0.6360562
Contextual,90,high,high,1.5-2.5 kHz,0.7052809
Contextual,90,high,high,2.5-4 kHz,0.67154264
Contextual,90,high,high,>4 kHz,0.56787366
Contextual,91,mid,low + high,<250 Hz,0.76602614
Contextual,91,mid,low + high,250-500 Hz,0.80011326
Contextual,91,mid,low + high,500-750 Hz,0.7541309
Contextual,91,mid,low + high,750-1000 Hz,0.81303287
Contextual,91,mid,low + high,1-1.5 kHz,0.65610373
Contextual,91,mid,low + high,1.5-2.5 kHz,0.68956786
Contextual,91,mid,low + high,2.5-4 kHz,0.68290174
Contextual,91,mid,low + high,>4 kHz,0.57309866
Contextual,92,low + high,low,<250 Hz,0.746971
Contextual,92,low + high,low,250-500 Hz,0.8114448
Contextual,92,low + high,low,500-750 Hz,0.6954195
Contextual,92,low + high,low,750-1000 Hz,0.76140535
Contextual,92,low + high,low,1-1.5 kHz,0.6025793
Contextual,92,low + high,low,1.5-2.5 kHz,0.6316524
Contextual,92,low + high,low,2.5-4 kHz,0.7108937
Contextual,92,low + high,low,>4 kHz,0.65988123
Contextual,93,low + high,low,<250 Hz,0.7384287
Contextual,93,low + high,low,250-500 Hz,0.8066583
Contextual,93,low + high,low,500-750 Hz,0.6875838
Contextual,93,low + high,low,750-1000 Hz,0.7474688
Contextual,93,low + high,low,1-1.5 kHz,0.5885614
Contextual,93,low + high,low,1.5-2.5 kHz,0.6303973
Contextual,93,low + high,low,2.5-4 kHz,0.7099385
Contextual,93,low + high,low,>4 kHz,0.66088516
Contextual,94,low,low,<250 Hz,0.7360342
Contextual,94,low,low,250-500 Hz,0.7957996
Contextual,94,low,low,500-750 Hz,0.71465194
Contextual,94,low,low,750-1000 Hz,0.7484049
Contextual,94,low,low,1-1.5 kHz,0.5918676
Contextual,94,low,low,1.5-2.5 kHz,0.66893756
Contextual,94,low,low,2.5-4 kHz,0.6927339
Contextual,94,low,low,>4 kHz,0.63518715
Contextual,95,mid,mid,<250 Hz,0.7222516
Contextual,95,mid,mid,250-500 Hz,0.783758
Contextual,95,mid,mid,500-750 Hz,0.71144396
Contextual,95,mid,mid,750-1000 Hz,0.7477617
Contextual,95,mid,mid,1-1.5 kHz,0.5624736
Contextual,95,mid,mid,1.5-2.5 kHz,0.7111356
Contextual,95,mid,mid,2.5-4 kHz,0.68201727
Contextual,95,mid,mid,>4 kHz,0.6388236
Contextual,96,mid,low + high,<250 Hz,0.73818773
Contextual,96,mid,low + high,250-500 Hz,0.8002257
Contextual,96,mid,low + high,500-750 Hz,0.70221645
Contextual,96,mid,low + high,750-1000 Hz,0.75866586
Contextual,96,mid,low + high,1-1.5 kHz,0.6020715
Contextual,96,mid,low + high,1.5-2.5 kHz,0.64616823
Contextual,96,mid,low + high,2.5-4 kHz,0.70108217
Contextual,96,mid,low + high,>4 kHz,0.63845754
Contextual,97,low,low,<250 Hz,0.74687135
Contextual,97,low,low,250-500 Hz,0.81429654
Contextual,97,low,low,500-750 Hz,0.7119276
Contextual,97,low,low,750-1000 Hz,0.76275146
Contextual,97,low,low,1-1.5 kHz,0.60214037
Contextual,97,low,low,1.5-2.5 kHz,0.6566998
Contextual,97,low,low,2.5-4 kHz,0.70263517
Contextual,97,low,low,>4 kHz,0.6633906
Contextual,98,mid,high,<250 Hz,0.7541008
Contextual,98,mid,high,250-500 Hz,0.8050936
Contextual,98,mid,high,500-750 Hz,0.7363889
Contextual,98,mid,high,750-1000 Hz,0.7903791
Contextual,98,mid,high,1-1.5 kHz,0.5981715
Contextual,98,mid,high,1.5-2.5 kHz,0.70499355
Contextual,98,mid,high,2.5-4 kHz,0.6816416
Contextual,98,mid,high,>4 kHz,0.6110824
Contextual,99,low + high,mid,<250 Hz,0.74214697
Contextual,99,low + high,mid,250-500 Hz,0.80408144
Contextual,99,low + high,mid,500-750 Hz,0.7240154
Contextual,99,low + high,mid,750-1000 Hz,0.78451824
Contextual,99,low + high,mid,1-1.5 kHz,0.6206626
Contextual,99,low + high,mid,1.5-2.5 kHz,0.6755678
Contextual,99,low + high,mid,2.5-4 kHz,0.6932234
Contextual,99,low + high,mid,>4 kHz,0.62827384
Contextual,100,low,low,<250 Hz,0.75318605
Contextual,100,low,low,250-500 Hz,0.8021413
Contextual,100,low,low,500-750 Hz,0.71874195
Contextual,100,low,low,750-1000 Hz,0.7599841
Contextual,100,low,low,1-1.5 kHz,0.5914101
Contextual,100,low,low,1.5-2.5 kHz,0.6589116
Contextual,100,low,low,2.5-4 kHz,0.6915818
Contextual,100,low,low,>4 kHz,0.61636996
Contextual,101,mid,mid,<250 Hz,0.71379906
Contextual,101,mid,mid,250-500 Hz,0.78362405
Contextual,101,mid,mid,500-750 Hz,0.70583117
Contextual,101,mid,mid,750-1000 Hz,0.7327505
Contextual,101,mid,mid,1-1.5 kHz,0.56609094
Contextual,101,mid,mid,1.5-2.5 kHz,0.6988893
Contextual,101,mid,mid,2.5-4 kHz,0.68609965
Contextual,101,mid,mid,>4 kHz,0.6526452
Contextual,102,mid,low + high,<250 Hz,0.7638742
Contextual,102,mid,low + high,250-500 Hz,0.7944723
Contextual,102,mid,low + high,500-750 Hz,0.75064135
Contextual,102,mid,low + high,750-1000 Hz,0.80599374
Contextual,102,mid,low + high,1-1.5 kHz,0.65171915
Contextual,102,mid,low + high,1.5-2.5 kHz,0.6883937
Contextual,102,mid,low + high,2.5-4 kHz,0.68166655
Contextual,102,mid,low + high,>4 kHz,0.57076555
Contextual,103,low,low,<250 Hz,0.7377288
Contextual,103,low,low,250-500 Hz,0.80405873
Contextual,103,low,low,500-750 Hz,0.68866706
Contextual,103,low,low,750-1000 Hz,0.7483534
Contextual,103,low,low,1-1.5 kHz,0.5928576
Contextual,103,low,low,1.5-2.5 kHz,0.63028777
Contextual,103,low,low,2.5-4 kHz,0.70875424
Contextual,103,low,low,>4 kHz,0.6555244
Contextual,104,low + high,mid,<250 Hz,0.74250364
Contextual,104,low + high,mid,250-500 Hz,0.79017407
Contextual,104,low + high,mid,500-750 Hz,0.7132961
Contextual,104,low + high,mid,750-1000 Hz,0.7632729
Contextual,104,low + high,mid,1-1.5 kHz,0.60283506
Contextual,104,low + high,mid,1.5-2.5 kHz,0.66968155
Contextual,104,low + high,mid,2.5-4 kHz,0.690801
Contextual,104,low + high,mid,>4 kHz,0.6152375
Contextual,105,mid,low,<250 Hz,0.67780125
Contextual,105,mid,low,250-500 Hz,0.7686914
Contextual,105,mid,low,500-750 Hz,0.71901196
Contextual,105,mid,low,750-1000 Hz,0.7310715
Contextual,105,mid,low,1-1.5 kHz,0.54611546
Contextual,105,mid,low,1.5-2.5 kHz,0.76232433
Contextual,105,mid,low,2.5-4 kHz,0.657146
Contextual,105,mid,low,>4 kHz,0.6666577
Contextual,106,low,low,<250 Hz,0.69027525
Contextual,106,low,low,250-500 Hz,0.77405435
Contextual,106,low,low,500-750 Hz,0.7203917
Contextual,106,low,low,750-1000 Hz,0.7393076
Contextual,106,low,low,1-1.5 kHz,0.5560238
Contextual,106,low,low,1.5-2.5 kHz,0.7518365
Contextual,106,low,low,2.5-4 kHz,0.6639257
Contextual,106,low,low,>4 kHz,0.65862256
Contextual,107,high,high,<250 Hz,0.81010455
Contextual,107,high,high,250-500 Hz,0.8263142
Contextual,107,high,high,500-750 Hz,0.79379565
Contextual,107,high,high,750-1000 Hz,0.8687126
Contextual,107,high,high,1-1.5 kHz,0.70902336
Contextual,107,high,high,1.5-2.5 kHz,0.7085951
Contextual,107,high,high,2.5-4 kHz,0.6794852
Contextual,107,high,high,>4 kHz,0.5345696
Contextual,108,mid,low,<250 Hz,0.7550744
Contextual,108,mid,low,250-500 Hz,0.8257031
Contextual,108,mid,low,500-750 Hz,0.68679696
Contextual,108,mid,low,750-1000 Hz,0.75860983
Contextual,108,mid,low,1-1.5 kHz,0.5780162
Contextual,108,mid,low,1.5-2.5 kHz,0.6302281
Contextual,108,mid,low,2.5-4 kHz,0.71498483
Contextual,108,mid,low,>4 kHz,0.69063246
Contextual,109,high,high,<250 Hz,0.7691885
Contextual,109,high,high,250-500 Hz,0.80719644
Contextual,109,high,high,500-750 Hz,0.75562656
Contextual,109,high,high,750-1000 Hz,0.80122274
Contextual,109,high,high,1-1.5 kHz,0.61019593
Contextual,109,high,high,1.5-2.5 kHz,0.70895517
Contextual,109,high,high,2.5-4 kHz,0.67462873
Contextual,109,high,high,>4 kHz,0.579756
Contextual,110,low,low,<250 Hz,0.7700083
Contextual,110,low,low,250-500 Hz,0.82241756
Contextual,110,low,low,500-750 Hz,0.7237798
Contextual,110,low,low,750-1000 Hz,0.7719121
Contextual,110,low,low,1-1.5 kHz,0.5771281
Contextual,110,low,low,1.5-2.5 kHz,0.67233557
Contextual,110,low,low,2.5-4 kHz,0.6941951
Contextual,110,low,low,>4 kHz,0.64038825
Contextual,111,low + high,low + high,<250 Hz,0.7696281
Contextual,111,low + high,low + high,250-500 Hz,0.8083371
Contextual,111,low + high,low + high,500-750 Hz,0.73436886
Contextual,111,low + high,low + high,750-1000 Hz,0.8024731
Contextual,111,low + high,low + high,1-1.5 kHz,0.6429402
Contextual,111,low + high,low + high,1.5-2.5 kHz,0.6751223
Contextual,111,low + high,low + high,2.5-4 kHz,0.69617647
Contextual,111,low + high,low + high,>4 kHz,0.60673827
Contextual,112,high,low + high,<250 Hz,0.76342577
Contextual,112,high,low + high,250-500 Hz,0.80200875
Contextual,112,high,low + high,500-750 Hz,0.7534436
Contextual,112,high,low + high,750-1000 Hz,0.81300426
Contextual,112,high,low + high,1-1.5 kHz,0.65591735
Contextual,112,high,low + high,1.5-2.5 kHz,0.6908172
Contextual,112,high,low + high,2.5-4 kHz,0.6847778
Contextual,112,high,low + high,>4 kHz,0.5804887
Contextual,113,low,low,<250 Hz,0.7097714
Contextual,113,low,low,250-500 Hz,0.77642995
Contextual,113,low,low,500-750 Hz,0.72736543
Contextual,113,low,low,750-1000 Hz,0.74985856
Contextual,113,low,low,1-1.5 kHz,0.57751536
Contextual,113,low,low,1.5-2.5 kHz,0.7304374
Contextual,113,low,low,2.5-4 kHz,0.67043054
Contextual,113,low,low,>4 kHz,0.6298491
Contextual,114,low + high,low + high,<250 Hz,0.759738
Contextual,114,low + high,low + high,250-500 Hz,0.79613155
Contextual,114,low + high,low + high,500-750 Hz,0.7293
Contextual,114,low + high,low + high,750-1000 Hz,0.7874888
Contextual,114,low + high,low + high,1-1.5 kHz,0.62984014
Contextual,114,low + high,low + high,1.5-2.5 kHz,0.6758432
Contextual,114,low + high,low + high,2.5-4 kHz,0.6903372
Contextual,114,low + high,low + high,>4 kHz,0.5975301
Contextual,115,mid,low + high,<250 Hz,0.7427558
Contextual,115,mid,low + high,250-500 Hz,0.8071171
Contextual,115,mid,low + high,500-750 Hz,0.7050014
Contextual,115,mid,low + high,750-1000 Hz,0.76741326
Contextual,115,mid,low + high,1-1.5 kHz,0.6071501
Contextual,115,mid,low + high,1.5-2.5 kHz,0.6483239
Contextual,115,mid,low + high,2.5-4 kHz,0.7033926
Contextual,115,mid,low + high,>4 kHz,0.6466762
Contextual,116,high,high,<250 Hz,0.75782806
Contextual,116,high,high,250-500 Hz,0.79359186
Contextual,116,high,high,500-750 Hz,0.75369954
Contextual,116,high,high,750-1000 Hz,0.79371583
Contextual,116,high,high,1-1.5 kHz,0.6137387
Contextual,116,high,high,1.5-2.5 kHz,0.7025376
Contextual,116,high,high,2.5-4 kHz,0.66690665
Contextual,116,high,high,>4 kHz,0.5621819
Contextual,117,mid,mid,<250 Hz,0.7514297
Contextual,117,mid,mid,250-500 Hz,0.8014985
Contextual,117,mid,mid,500-750 Hz,0.7302947
Contextual,117,mid,mid,750-1000 Hz,0.7846382
Contextual,117,mid,mid,1-1.5 kHz,0.59118605
Contextual,117,mid,mid,1.5-2.5 kHz,0.7082647
Contextual,117,mid,mid,2.5-4 kHz,0.6824704
Contextual,117,mid,mid,>4 kHz,0.6178999
Contextual,118,high,high,<250 Hz,0.7698066
Contextual,118,high,high,250-500 Hz,0.8025112
Contextual,118,high,high,500-750 Hz,0.7654051
Contextual,118,high,high,750-1000 Hz,0.81753045
Contextual,118,high,high,1-1.5 kHz,0.6450342
Contextual,118,high,high,1.5-2.5 kHz,0.70598
Contextual,118,high,high,2.5-4 kHz,0.67107564
Contextual,118,high,high,>4 kHz,0.55922306
Contextual,119,low,low,<250 Hz,0.77610874
Contextual,119,low,low,250-500 Hz,0.8253004
Contextual,119,low,low,500-750 Hz,0.7360248
Contextual,119,low,low,750-1000 Hz,0.7893878
Contextual,119,low,low,1-1.5 kHz,0.5984783
Contextual,119,low,low,1.5-2.5 kHz,0.67323893
Contextual,119,low,low,2.5-4 kHz,0.6895554
Contextual,119,low,low,>4 kHz,0.6278849
Contextual,120,low + high,mid,<250 Hz,0.73452413
Contextual,120,low + high,mid,250-500 Hz,0.7875399
Contextual,120,low + high,mid,500-750 Hz,0.70556194
Contextual,120,low + high,mid,750-1000 Hz,0.7536051
Contextual,120,low + high,mid,1-1.5 kHz,0.5919673
Contextual,120,low + high,mid,1.5-2.5 kHz,0.6651747
Contextual,120,low + high,mid,2.5-4 kHz,0.690461
Contextual,120,low + high,mid,>4 kHz,0.6218311
Contextual,121,low + high,low + high,<250 Hz,0.78738594
Contextual,121,low + high,low + high,250-500 Hz,0.82407653
Contextual,121,low + high,low + high,500-750 Hz,0.7521179
Contextual,121,low + high,low + high,750-1000 Hz,0.833151
Contextual,121,low + high,low + high,1-1.5 kHz,0.6794013
Contextual,121,low + high,low + high,1.5-2.5 kHz,0.6737655
Contextual,121,low + high,low + high,2.5-4 kHz,0.70231575
Contextual,121,low + high,low + high,>4 kHz,0.6028317
Contextual,122,high,high,<250 Hz,0.75239575
Contextual,122,high,high,250-500 Hz,0.80874306
Contextual,122,high,high,500-750 Hz,0.7485805
Contextual,122,high,high,750-1000 Hz,0.81253594
Contextual,122,high,high,1-1.5 kHz,0.64464945
Contextual,122,high,high,1.5-2.5 kHz,0.6852943
Contextual,122,high,high,2.5-4 kHz,0.6843866
Contextual,122,high,high,>4 kHz,0.59450054
Contextual,123,low,low,<250 Hz,0.7454937
Contextual,123,low,low,250-500 Hz,0.81621253
Contextual,123,low,low,500-750 Hz,0.68784523
Contextual,123,low,low,750-1000 Hz,0.75257826
Contextual,123,low,low,1-1.5 kHz,0.58423054
Contextual,123,low,low,1.5-2.5 kHz,0.6306184
Contextual,123,low,low,2.5-4 kHz,0.7133044
Contextual,123,low,low,>4 kHz,0.67608744
Contextual,124,high,high,<250 Hz,0.7623019
Contextual,124,high,high,250-500 Hz,0.7914151
Contextual,124,high,high,500-750 Hz,0.7535958
Contextual,124,high,high,750-1000 Hz,0.7902394
Contextual,124,high,high,1-1.5 kHz,0.61282074
Contextual,124,high,high,1.5-2.5 kHz,0.7027455
Contextual,124,high,high,2.5-4 kHz,0.66881937
Contextual,124,high,high,>4 kHz,0.5586758
Contextual,125,high,low + high,<250 Hz,0.8198579
Contextual,125,high,low + high,250-500 Hz,0.8211968
Contextual,125,high,low + high,500-750 Hz,0.7971703
Contextual,125,high,low + high,750-1000 Hz,0.87313575
Contextual,125,high,low + high,1-1.5 kHz,0.7253326
Contextual,125,high,low + high,1.5-2.5 kHz,0.711973
Contextual,125,high,low + high,2.5-4 kHz,0.676808
Contextual,125,high,low + high,>4 kHz,0.52039325
Contextual,126,low + high,mid,<250 Hz,0.755554
Contextual,126,low + high,mid,250-500 Hz,0.8154678
Contextual,126,low + high,mid,500-750 Hz,0.6911613
Contextual,126,low + high,mid,750-1000 Hz,0.75558853
Contextual,126,low + high,mid,1-1.5 kHz,0.5698369
Contextual,126,low + high,mid,1.5-2.5 kHz,0.6469812
Contextual,126,low + high,mid,2.5-4 kHz,0.7028566
Contextual,126,low + high,mid,>4 kHz,0.67093116
Contextual,127,mid,mid,<250 Hz,0.71705765
Contextual,127,mid,mid,250-500 Hz,0.7798857
Contextual,127,mid,mid,500-750 Hz,0.70478654
Contextual,127,mid,mid,750-1000 Hz,0.7369222
Contextual,127,mid,mid,1-1.5 kHz,0.5637367
Contextual,127,mid,mid,1.5-2.5 kHz,0.6991381
Contextual,127,mid,mid,2.5-4 kHz,0.6850542
Contextual,127,mid,mid,>4 kHz,0.64159584
Sparse ($\lambda=0.05$),0,low,low,<250 Hz,0.5460497
Sparse ($\lambda=0.05$),0,low,low,250-500 Hz,0.5320055
Sparse ($\lambda=0.05$),0,low,low,500-750 Hz,0.8163389
Sparse ($\lambda=0.05$),0,low,low,750-1000 Hz,0.78665966
Sparse ($\lambda=0.05$),0,low,low,1-1.5 kHz,0.59476227
Sparse ($\lambda=0.05$),0,low,low,1.5-2.5 kHz,0.5941014
Sparse ($\lambda=0.05$),0,low,low,2.5-4 kHz,0.53080994
Sparse ($\lambda=0.05$),0,low,low,>4 kHz,0.605026
Sparse ($\lambda=0.05$),1,mid,mid,<250 Hz,0.61591035
Sparse ($\lambda=0.05$),1,mid,mid,250-500 Hz,0.61342734
Sparse ($\lambda=0.05$),1,mid,mid,500-750 Hz,0.65274787
Sparse ($\lambda=0.05$),1,mid,mid,750-1000 Hz,0.6586056
Sparse ($\lambda=0.05$),1,mid,mid,1-1.5 kHz,0.5383506
Sparse ($\lambda=0.05$),1,mid,mid,1.5-2.5 kHz,0.5556512
Sparse ($\lambda=0.05$),1,mid,mid,2.5-4 kHz,0.5760291
Sparse ($\lambda=0.05$),1,mid,mid,>4 kHz,0.6206821
Sparse ($\lambda=0.05$),2,low + high,low + high,<250 Hz,0.61653817
Sparse ($\lambda=0.05$),2,low + high,low + high,250-500 Hz,0.6944754
Sparse ($\lambda=0.05$),2,low + high,low + high,500-750 Hz,0.5810044
Sparse ($\lambda=0.05$),2,low + high,low + high,750-1000 Hz,0.52962995
Sparse ($\lambda=0.05$),2,low + high,low + high,1-1.5 kHz,0.70800173
Sparse ($\lambda=0.05$),2,low + high,low + high,1.5-2.5 kHz,0.6766038
Sparse ($\lambda=0.05$),2,low + high,low + high,2.5-4 kHz,0.60449284
Sparse ($\lambda=0.05$),2,low + high,low + high,>4 kHz,0.57324576
Sparse ($\lambda=0.05$),3,high,low + high,<250 Hz,0.5637929
Sparse ($\lambda=0.05$),3,high,low + high,250-500 Hz,0.6334791
Sparse ($\lambda=0.05$),3,high,low + high,500-750 Hz,0.5576525
Sparse ($\lambda=0.05$),3,high,low + high,750-1000 Hz,0.50948757
Sparse ($\lambda=0.05$),3,high,low + high,1-1.5 kHz,0.83412075
Sparse ($\lambda=0.05$),3,high,low + high,1.5-2.5 kHz,0.71419543
Sparse ($\lambda=0.05$),3,high,low + high,2.5-4 kHz,0.5320489
Sparse ($\lambda=0.05$),3,high,low + high,>4 kHz,0.5697116
